site_id,site_name,latitude,longitude,country,data_availability
US-OPE,Optimizing Production Inputs for Economic and Environmental Enhancement (OPE3),39.0293,-76.8457,USA,accessible data
US-ORV,Olentangy River Wetland Research Park,40.0201,-83.0183,USA,accessible data
US-OWC,Old Woman Creek,41.3795,-82.5125,USA,accessible data
US-Oho,Oak Openings,41.5545,-83.8438,USA,accessible data
US-PAS,"Florida, Paspalum notatum pasture",27.3944,-81.951,USA,accessible data
US-PEA,5R Pecan Farm Above Canopy,31.4123,-106.0788,USA,no public data
US-PFA,Park Falls/WLEF,45.9459,-90.2723,USA,accessible data
US-PFE,NW4 Lake-1 CHEESEHEAD 2019,45.9793,-90.3004,USA,accessible data
US-PFL,SW2 Aspen-3 CHEESEHEAD 2019,45.9409,-90.3177,USA,accessible data
US-PFO,SE1 Lake-2 CHEESEHEAD 2019,45.9229,-90.2728,USA,accessible data
US-PFS,SE5 Aspen-5 CHEESEHEAD 2019,45.9381,-90.2382,USA,accessible data
US-PFb,NW1 Pine-1 CHEESEHEAD 2019,45.972,-90.3232,USA,accessible data
US-PFc,NW2 Aspen-1 CHEESEHEAD 2019,45.9677,-90.3088,USA,accessible data
US-PFd,NW3 Tussock-1 CHEESEHEAD 2019,45.9689,-90.301,USA,accessible data
US-PFf,NW5 Grass-1 CHEESEHEAD 2019,45.9458,-90.2944,USA,accessible data
US-PFg,NE1 Pine-2 CHEESEHEAD 2019,45.9735,-90.2723,USA,accessible data
US-PFh,NE2 Pine-3 CHEESEHEAD 2019,45.9557,-90.2406,USA,accessible data
US-PFi,NE3 Hardwood-1 CHEESEHEAD 2019,45.9749,-90.2327,USA,accessible data
US-PFj,NE4 Maple-1 CHEESEHEAD 2019,45.9619,-90.227,USA,accessible data
US-PFk,SW1 Aspen-2 CHEESEHEAD 2019,45.9149,-90.3425,USA,accessible data
US-PFm,SW3 Hardwood-2 CHEESEHEAD 2019,45.9207,-90.3099,USA,accessible data
US-PFn,SW4 Hardwood-3 CHEESEHEAD 2019,45.9392,-90.2823,USA,accessible data
US-PFp,SE2 Hardwood-4 CHEESEHEAD 2019,45.9365,-90.2641,USA,accessible data
US-PFq,SE3 Aspen-4 CHEESEHEAD 2019,45.9271,-90.2475,USA,accessible data
US-PFr,SE4 Tussock-2 CHEESEHEAD 2019,45.9245,-90.2475,USA,accessible data
US-PFt,SE6 Pine-4 CHEESEHEAD 2019,45.9197,-90.2288,USA,accessible data
US-PHM,Plum Island High Marsh,42.7423,-70.8301,USA,accessible data
US-PIU,Pine Upland,26.0004,-80.9261,USA,no public data
US-PLM,Plum Island Low Marsh,42.7345,-70.8382,USA,no public data
US-PLo,Plum Island Oligohaline Marsh,42.7496,-70.9157,USA,accessible data
US-PNP,"Lake Mendota, Picnic Point Site",43.0896,-89.4158,USA,accessible data
US-PON,Ponca City,36.7667,-97.1333,USA,no public data
US-PSH,USSL San Joaquin Valley Pistachio High,36.2347,-119.9247,USA,accessible data
US-PSL,USSL San Joaquin Valley Pistachio Low,36.8276,-120.1397,USA,accessible data
US-PVA,PVAMU Research Farm,30.0958,-95.9695,USA,no public data
US-PX1,"Phoenix, Maryvale Neighborhood Site",33.4839,-112.1426,USA,no public data
US-PX2,"Phoenix, Encanto Golf Course",33.4785,-112.098,USA,no public data
US-PX3,"Phoenix, Desert botanical garden site",33.4582,-111.9428,USA,no public data
US-PX4,"Phoenix, Encanto Vehicle Lot",33.4734,-112.0985,USA,no public data
US-PX5,ASU Polytech Center for Bio-mediated and Bio-inspired Geotechnics (CBBG) Field Lab,33.3035,-111.6822,USA,no public data
US-Prr,Poker Flat Research Range Black Spruce Forest,65.1237,-147.4876,USA,accessible data
US-RC1,Cook Agronomy Farm - No Till,46.7837,-117.0777,USA,accessible data
US-RC2,Cook Agronomy Farm - Conventional Till,46.7776,-117.0807,USA,accessible data
US-RC3,WSU Lind Dryland Research Station,46.991,-118.598,USA,accessible data
US-RC4,Moscow Mountain on-farm site,46.758,-116.949,USA,accessible data
US-RC5,Moses Lake on-farm site,47.01,-119.248,USA,accessible data
US-RFE,RockyFlats - East site,39.8771,-105.169,USA,no public data
US-RFW,RockyFlats - West site,39.8751,-105.2184,USA,no public data
US-RGA,Arkansas Corn Farm,34.4159,-91.6733,USA,accessible data
US-RGB,Butte County Rice Farm,39.5782,-121.8579,USA,accessible data
US-RGF,Stanislaus County Forage Farm,37.6995,-121.1369,USA,accessible data
US-RGG,Glenn County Rice Farm,39.5944,-122.0253,USA,no public data
US-RGR,Arva Ryan's Field,34.4346,-91.6892,USA,no public data
US-RGW,Desha County Rice Farm,33.6216,-91.4306,USA,accessible data
US-RGo,Glenn County Organic Rice Farm,39.6805,-122.0026,USA,accessible data
US-RRC,Rice Rivers Center Marsh,37.3344,-77.2065,USA,accessible data
US-RTS,Toolik Retrogressive Thaw Slump,68.5273,-149.5492,USA,no public data
US-Rls,RCEW Low Sagebrush,43.1439,-116.7356,USA,accessible data
US-Rms,RCEW Mountain Big Sagebrush,43.0645,-116.7486,USA,accessible data
US-Ro1,Rosemount- G21,44.7143,-93.0898,USA,accessible data
US-Ro2,Rosemount- C7,44.7288,-93.0888,USA,accessible data
US-Ro3,Rosemount- G19,44.7217,-93.0893,USA,accessible data
US-Ro4,Rosemount Prairie,44.6781,-93.0723,USA,accessible data
US-Ro5,Rosemount I18_South,44.691,-93.0576,USA,accessible data
US-Ro6,Rosemount I18_North,44.6946,-93.0578,USA,accessible data
US-Rpf,Poker Flat Research Range: Succession from fire scar to deciduous forest,65.1198,-147.429,USA,accessible data
US-Rwe,RCEW Reynolds Mountain East,43.0653,-116.7591,USA,accessible data
US-Rwf,RCEW Upper Sheep Prescibed Fire,43.1207,-116.7231,USA,accessible data
US-Rws,Reynolds Creek Wyoming big sagebrush,43.1675,-116.7132,USA,accessible data
US-SB1,Sweet Briar Land-Atmosphere Research Station,37.5734,-79.0848,USA,accessible data
US-SB2,Sweet Briar Grass,37.5607,-79.0883,USA,no public data
US-SB3,Sweet Briar Clearcut,37.5752,-79.0872,USA,no public data
US-SBR,Seal Beach National Wildlife Refuge,33.734,-118.0672,USA,no public data
US-SCC,Southern California Climate Gradient - Desert Chaparral,33.6094,-116.4505,USA,no public data
US-SCD,Southern California Climate Gradient - Sonoran Desert,33.6518,-116.3721,USA,no public data
US-SCF,Southern California Climate Gradient - Oak/Pine Forest,33.8079,-116.7717,USA,no public data
US-SCG,Southern California Climate Gradient - Grassland,33.7365,-117.6946,USA,no public data
US-SCS,Southern California Climate Gradient - Coastal Sage,33.7343,-117.6959,USA,no public data
US-SCW,Southern California Climate Gradient - Pinyon/Juniper Woodland,33.6047,-116.4527,USA,no public data
US-SD1,Shatto Ditch Paired Cropland - Site 1 (Corn/Soy; No Cover Crops),41.2048,-86.0296,USA,accessible data
US-SD2,Shatto Ditch Paired Cropland - Site 2 (Corn/Soy; Cover Crops),41.1785,-85.9977,USA,accessible data
US-SDH,Nebraska SandHills Dry Valley,42.0693,-101.4072,USA,accessible data
US-SDU,South Denver Urban Tower,39.6594,-105.0127,USA,no public data
US-SEG,Sevilleta grassland,34.3623,-106.702,USA,accessible data
US-SES,Sevilleta shrubland,34.3349,-106.7442,USA,accessible data
US-SFP,Sioux Falls Portable,43.2408,-96.902,USA,no public data
US-SHC,Sagehen Creek Field Station,39.4315,-120.2398,USA,accessible data
US-SHD,Shidler- Oklahoma,36.9333,-96.6833,USA,no public data
US-SHS,Secaucus High School Site,40.8052,-74.0457,USA,no public data
US-SI1,Staten Island Fallow,38.1747,-121.5047,USA,no public data
US-SI2,Staten Island Flooded,38.1758,-121.5167,USA,no public data
US-SJ1,San Joaquin (Freshwater Marsh Tower 1),33.6623,-117.8514,USA,no public data
US-SJ2,San Joaquin (Freshwater Marsh Tower 2),33.6596,-117.855,USA,no public data
US-SKR,Shark River Slough (Tower SRS-6) Everglades,25.3629,-81.0776,USA,no public data
US-SLT,Silas Little- New Jersey,39.9138,-74.596,USA,accessible data
US-SM1,Texas SmartFarm Project,36.3934,-100.9537,USA,no public data
US-SND,Sherman Island,38.0366,-121.754,USA,accessible data
US-SO2,Sky Oaks- Old Stand,33.3738,-116.6228,USA,no public data
US-SO3,Sky Oaks- Young Stand,33.3771,-116.6226,USA,no public data
US-SO4,Sky Oaks- New Stand,33.3845,-116.6406,USA,no public data
US-SP1,Slashpine-Austin Cary- 65yrs nat regen,29.7381,-82.2188,USA,accessible data
US-SP2,"Slashpine-Mize-clearcut-3yr,regen",29.7648,-82.2448,USA,accessible data
US-SP3,Slashpine-Donaldson-mid-rot- 12yrs,29.7548,-82.1633,USA,accessible data
US-SP4,Slashpine-Rayonier-mid-rot- 12yrs,29.8028,-82.2031,USA,accessible data
US-SRC,Santa Rita Creosote,31.9083,-110.8395,USA,accessible data
US-SRG,Santa Rita Grassland,31.7894,-110.8277,USA,accessible data
US-SRM,Santa Rita Mesquite,31.8214,-110.8661,USA,accessible data
US-SRS,Santa Rita Savanna,31.8173,-110.8508,USA,accessible data
US-SSH,Susquehanna Shale Hills Critical Zone Observatory,40.6658,-77.9041,USA,accessible data
US-STS,Strawberry Swamp,33.3302,-79.2492,USA,no public data
US-SUM,Maui Sugarcane Middle,20.7981,-156.454,USA,accessible data
US-SUS,Maui Sugarcane Lee/Sheltered,20.7847,-156.4039,USA,accessible data
US-SUW,Maui Sugarcane Windy,20.8246,-156.4913,USA,accessible data
US-SVC,Savannah River Control,33.3504,-81.658,USA,no public data
US-SVP,Savannah River Prescribe Fire,33.3616,-81.673,USA,no public data
US-SX1,Santee Experimental Forest Longleaf Pine Clearcut,33.1439,-79.7748,USA,no public data
US-SX2,Santee Experimental Forest Longleaf Pine Thinned,33.1404,-79.7718,USA,no public data
US-SX3,Santee Experimental Forest Unmanaged HW-Pine,33.1494,-79.7888,USA,no public data
US-SYV,Sylvania Wilderness Area,46.242,-89.3477,USA,accessible data
US-SZ1,"St. John, WA On-farm site Zone 1",47.1245,-117.5306,USA,no public data
US-SZ2,"St. John, WA On-farm site Zone 2",47.1226,-117.5271,USA,no public data
US-SZ3,"St. John, WA On-farm site Zone 3",47.1261,-117.5267,USA,no public data
US-Sag,Sag River,69.5131,-148.5676,USA,accessible data
US-Sne,Sherman Island Restored Wetland,38.0369,-121.7547,USA,accessible data
US-Snf,Sherman Barn,38.0402,-121.7272,USA,accessible data
US-Srr,Suisun marsh - Rush Ranch,38.2006,-122.0264,USA,accessible data
US-StJ,St Jones Reserve,39.0882,-75.4372,USA,accessible data
US-Sta,Saratoga,41.3966,-106.8024,USA,accessible data
US-TAS,Taylor Slough/Panhandle,25.1908,-80.6391,USA,accessible data
US-TCS,Tall Cypress Swamp,25.8221,-81.1017,USA,no public data
US-TEF,Tenderfoot Creek Experimental Forest,46.9522,-110.8851,USA,accessible data
US-TFF,Thompson Farm Forest,43.1084,-70.9523,USA,no public data
US-TKs,Toolik Shrub Tundra,68.6337,-149.5769,USA,accessible data
US-TLR,Timberlake Observatory for Wetland Restoration (TOWeR),35.9168,-76.1463,USA,accessible data
US-TRB,Trout Bog,46.0412,-89.6862,USA,accessible data
US-TRS,Trout Lake Area South Sparkling Bog,46.0034,-89.7053,USA,accessible data
US-TSM,"Port Arthur, TX Salt Marsh",29.7711,-93.9924,USA,no public data
US-TUR,Turner Ranch,45.5571,-111.2286,USA,accessible data
US-TX1,Stiles Farm Prairie,30.6176,-97.2938,USA,no public data
US-TX2,Riesel Farm Native Prairie,31.4802,-96.8827,USA,no public data
US-TX3,Riesel Farm Aspirational Agriculture,31.4777,-96.8883,USA,no public data
US-TX4,Riesel Farm Traditional Agriculture,31.4693,-96.8865,USA,no public data
US-TX5,Texas A&M University Farm,30.5328,-96.4252,USA,no public data
US-TX6,La Copita Grassland - Savanna,27.6666,-98.2089,USA,no public data
US-TX7,La Copita Shrubland - Savanna,27.665,-98.2007,USA,no public data
US-TX8,Danciger Lowland Hardwood Forest,29.1659,-95.829,USA,no public data
US-TX9,Sargent Unit Salt Marsh,28.7805,-95.6144,USA,no public data
US-Ton,Tonzi Ranch,38.4309,-120.966,USA,accessible data
US-Tw1,Twitchell Wetland West Pond,38.1074,-121.6469,USA,accessible data
US-Tw2,Twitchell Corn,38.0969,-121.6365,USA,accessible data
US-Tw3,Twitchell Alfalfa,38.1152,-121.6469,USA,accessible data
US-Tw4,Twitchell East End Wetland,38.1027,-121.6413,USA,accessible data
US-Tw5,East Pond Wetland,38.1072,-121.6426,USA,accessible data
US-Twt,Twitchell Island,38.1087,-121.6531,USA,accessible data
US-UC1,LTAR UCB (Upper Chesapeake Bay) EC1,40.7536,-78.0056,USA,accessible data
US-UC2,LTAR UCB (Upper Chesapeake Bay) EC2,40.7559,-77.9998,USA,accessible data
US-UG1,East River Riparian,38.923,-106.9524,USA,no public data
US-ULM,ULM Flux Tower,32.457,-91.9743,USA,no public data
US-UM3,Douglas Lake,45.5686,-84.6707,USA,accessible data
US-UMB,Univ. of Mich. Biological Station,45.5598,-84.7138,USA,accessible data
US-UMd,UMBS Disturbance,45.5625,-84.6975,USA,accessible data
US-UPA,Upad,70.2815,-148.8848,USA,no public data
US-UR0,Baggs - UCRB,41.0438,-107.68,USA,no public data
US-UR1,Boulder - UCRB,42.683,-109.544,USA,no public data
US-UR2,Cora - UCRB,42.959,-110.071,USA,no public data
US-UR3,Ft. Bridger - UCRB,41.29,-110.401,USA,no public data
US-UR4,Gunnison - UCRB,38.4369,-106.6392,USA,no public data
US-UR5,La Plata - UCRB,36.9236,-108.1943,USA,no public data
US-UR6,Napi - UCRB,36.5699,-108.1125,USA,no public data
US-UR7,Olathe - UCRB,38.6184,-108.0595,USA,no public data
US-UR8,Yellow Jacket - UCRB,37.5405,-108.739,USA,no public data
US-UR9,Farson - UCRB,42.1643,-109.462,USA,no public data
US-UTB,UFLUX Bonneville Salt Flats,40.7848,-113.8299,USA,accessible data
US-UTD,UFLUX Dugout Ranch,38.1038,-109.5952,USA,accessible data
US-UTE,UFLUX Escalante,37.7353,-111.5708,USA,accessible data
US-UTG,UFLUX Green River,39.0188,-110.1663,USA,no public data
US-UTJ,UFLUX Bluff,37.2818,-109.5348,USA,accessible data
US-UTL,UFLUX Pelican Lake,40.1877,-109.6579,USA,accessible data
US-UTM,UFLUX Matheson,38.5879,-109.5775,USA,accessible data
US-UTN,UFLUX Nephi,39.6896,-111.8814,USA,accessible data
US-UTP,UFLUX Great Salt Lake Phragmites,41.0604,-112.1013,USA,accessible data
US-UTV,UFLUX Desert View,40.1266,-109.9546,USA,accessible data
US-UTW,UFLUX Wellington,39.4453,-110.7288,USA,accessible data
US-UUC,University of Utah Compass Minerals Flux,41.2961,-112.3074,USA,no public data
US-UUP,University of Utah Playa Flux,41.0303,-112.1175,USA,no public data
US-Uaf,"University of Alaska, Fairbanks",64.8663,-147.8555,USA,accessible data
US-UiA,University of Illinois Switchgrass,40.0646,-88.1961,USA,accessible data
US-UiB,University of Illinois Miscanthus,40.0628,-88.1984,USA,accessible data
US-UiC,University of Illinois Maize-Soy,40.0628,-88.1961,USA,accessible data
US-UiD,University of Illinois Restored Native Prairie,40.0646,-88.1985,USA,accessible data
US-UiE,University of Illinois Sorghum-Soy,40.0629,-88.2033,USA,accessible data
US-UiF,University of Illinois Miscanthus 2,40.0665,-88.2015,USA,accessible data
US-UiG,University of Illinois Maize-Soy 2,40.0629,-88.2009,USA,accessible data
US-VAR,Vaira Ranch- Ione,38.4133,-120.9508,USA,accessible data
US-VCS,Valles Caldera Sulphur Springs Mixed Conifer,35.9193,-106.6142,USA,accessible data
US-VFP,Virginia Coast Reserve Fowling Point,37.4111,-75.8333,USA,no public data
US-VT1,Vermillion Tributary Paired Cropland – Site 1 (Corn/Soy; No Cover Crops),40.4064,-87.5214,USA,accessible data
US-VT2,Vermillion Tributary Paired Cropland – Site 2 (Corn/Soy; Cover Crops),40.4018,-87.5213,USA,accessible data
US-Vcm,Valles Caldera Mixed Conifer,35.8884,-106.5321,USA,accessible data
US-Vcp,Valles Caldera Ponderosa Pine,35.8642,-106.5967,USA,accessible data
US-WBW,Walker Branch Watershed,35.9588,-84.2874,USA,no public data
US-WCR,Willow Creek,45.8059,-90.0799,USA,accessible data
US-WDN,Walden,40.7838,-106.2618,USA,no public data
US-WEP,West Edge Parking Lot,43.1421,-70.9543,USA,no public data
US-WGR,Willamette Grass,45.1129,-122.656,USA,no public data
US-WHS,Walnut Gulch Lucky Hills Shrub,31.7438,-110.0522,USA,accessible data
US-WI0,Young red pine (YRP),46.6188,-91.0814,USA,accessible data
US-WI1,Intermediate hardwood (IHW),46.7305,-91.2329,USA,accessible data
US-WI2,Intermediate red pine (IRP),46.6869,-91.1528,USA,accessible data
US-WI3,Mature hardwood (MHW),46.6347,-91.0987,USA,accessible data
US-WI4,Mature red pine (MRP),46.7393,-91.1663,USA,accessible data
US-WI5,Mixed young jack pine (MYJP),46.6531,-91.0858,USA,accessible data
US-WI6,Pine barrens #1 (PB1),46.6249,-91.2982,USA,accessible data
US-WI7,Red pine clearcut (RPCC),46.6491,-91.0693,USA,accessible data
US-WI8,Young hardwood clearcut (YHW),46.7223,-91.2524,USA,accessible data
US-WI9,Young Jack pine (YJP),46.7385,-91.0746,USA,accessible data
US-WKG,Walnut Gulch Kendall Grasslands,31.7365,-109.9419,USA,accessible data
US-WLR,Walnut River Watershed (Smileyburg),37.5208,-96.855,USA,accessible data
US-WPP,Willamette Poplar,44.1369,-123.1824,USA,no public data
US-WPT,Winous Point North Marsh,41.4646,-82.9962,USA,accessible data
US-WRC,Wind River Crane Site,45.8205,-121.9519,USA,accessible data
US-WT1,"Kress, TX no-till cotton and grain sorghum production",34.3674,-101.8154,USA,accessible data
US-WT2,Stratford CSI,36.3393,-101.829,USA,no public data
US-WT3,Stratford LICOR,36.339,-101.829,USA,no public data
US-WWT,Willamette Wheat,45.1089,-122.6664,USA,no public data
US-Wjs,Willard Juniper Savannah,34.4255,-105.8615,USA,accessible data
US-XAB,NEON Abby Road (ABBY),45.7624,-122.3303,USA,accessible data
US-XAE,NEON Klemme Range Research Station (OAES),35.4106,-99.0588,USA,accessible data
US-XBA,NEON Barrow Environmental Observatory (BARR),71.2824,-156.6194,USA,accessible data
US-XBL,NEON Blandy Experimental Farm (BLAN),39.0603,-78.0716,USA,accessible data
US-XBN,NEON Caribou Creek - Poker Flats Watershed (BONA),65.154,-147.5026,USA,accessible data
US-XBR,NEON Bartlett Experimental Forest (BART),44.0639,-71.2873,USA,accessible data
US-XCL,NEON LBJ National Grassland (CLBJ),33.4012,-97.57,USA,accessible data
US-XCP,NEON Central Plains Experimental Range (CPER),40.8155,-104.7456,USA,accessible data
US-XDC,NEON Dakota Coteau Field School (DCFS),47.1617,-99.1066,USA,accessible data
US-XDJ,NEON Delta Junction (DEJU),63.8811,-145.7514,USA,accessible data
US-XDL,NEON Dead Lake (DELA),32.5417,-87.8039,USA,accessible data
US-XDS,NEON Disney Wilderness Preserve (DSNY),28.125,-81.4362,USA,accessible data
US-XGR,"NEON Great Smoky Mountains National Park, Twin Creeks (GRSM)",35.689,-83.5019,USA,accessible data
US-XHA,NEON Harvard Forest (HARV),42.5369,-72.1727,USA,accessible data
US-XHE,NEON Healy (HEAL),63.8757,-149.2133,USA,accessible data
US-XJE,NEON Jones Ecological Research Center (JERC),31.1948,-84.4686,USA,accessible data
US-XJR,NEON Jornada LTER (JORN),32.5907,-106.8425,USA,accessible data
US-XKA,NEON Konza Prairie Biological Station - Relocatable (KONA),39.1104,-96.6129,USA,accessible data
US-XKZ,NEON Konza Prairie Biological Station (KONZ),39.1008,-96.5631,USA,accessible data
US-XLE,NEON Lenoir Landing (LENO),31.8539,-88.1612,USA,accessible data
US-XMB,NEON Moab (MOAB),38.2483,-109.3883,USA,accessible data
US-XML,NEON Mountain Lake Biological Station (MLBS),37.3783,-80.5248,USA,accessible data
US-XNG,NEON Northern Great Plains Research Laboratory (NOGP),46.7697,-100.9154,USA,accessible data
US-XNQ,NEON Onaqui-Ault (ONAQ),40.1776,-112.4524,USA,accessible data
US-XNW,NEON Niwot Ridge Mountain Research Station (NIWO),40.0543,-105.5824,USA,accessible data
US-XPU,NEON Pu'u Maka'ala Natural Area Reserve (PUUM),19.5531,-155.3173,USA,accessible data
US-XRM,"NEON Rocky Mountain National Park, CASTNET (RMNP)",40.2759,-105.5459,USA,accessible data
US-XRN,NEON Oak Ridge National Lab (ORNL),35.9641,-84.2826,USA,accessible data
US-XSB,NEON Ordway-Swisher Biological Station (OSBS),29.6893,-81.9934,USA,accessible data
US-XSC,NEON Smithsonian Conservation Biology Institute (SCBI),38.8929,-78.1395,USA,accessible data
US-XSE,NEON Smithsonian Environmental Research Center (SERC),38.8901,-76.56,USA,accessible data
US-XSJ,NEON San Joaquin Experimental Range (SJER),37.1088,-119.7323,USA,accessible data
US-XSL,"NEON North Sterling, CO (STER)",40.4619,-103.0293,USA,accessible data
US-XSP,NEON Soaproot Saddle (SOAP),37.0334,-119.2622,USA,accessible data
US-XSR,NEON Santa Rita Experimental Range (SRER),31.9107,-110.8355,USA,accessible data
US-XST,NEON Steigerwaldt Land Services (STEI),45.5089,-89.5864,USA,accessible data
US-XTA,NEON Talladega National Forest (TALL),32.9505,-87.3933,USA,accessible data
US-XTE,NEON Lower Teakettle (TEAK),37.0058,-119.006,USA,accessible data
US-XTL,NEON Toolik (TOOL),68.6611,-149.3705,USA,accessible data
US-XTR,NEON Treehaven (TREE),45.4937,-89.5857,USA,accessible data
US-XUK,NEON The University of Kansas Field Station (UKFS),39.0404,-95.1921,USA,accessible data
US-XUN,NEON University of Notre Dame Environmental Research Center (UNDE),46.2339,-89.5373,USA,accessible data
US-XWD,NEON Woodworth (WOOD),47.1282,-99.2414,USA,accessible data
US-XWR,NEON Wind River Experimental Forest (WREF),45.8205,-121.9519,USA,accessible data
US-XYE,NEON Yellowstone Northern Range (Frog Rock) (YELL),44.9535,-110.5391,USA,accessible data
US-YK1,"Yukon-Kuskokwim Delta, Izaviknek-Kingaglia uplands, Burned 2015",61.2723,-163.2228,USA,accessible data
US-YK2,"Yukon-Kuskokwim Delta, Izaviknek-Kingaglia uplands, Unburned",61.2548,-163.259,USA,accessible data
US-YLW,Yellow Cab urban,29.7894,-95.3536,USA,no public data
US-YNS,North Star Yedoma,64.8939,-147.6374,USA,no public data
US-ZF1,Zumwalt Farm Treatment,40.7976,-87.5355,USA,accessible data
US-ZF2,Zumwalt Farm Control,40.7939,-87.5355,USA,accessible data
VIC,"VietCarbo Site-Rice paddle field in Mekong Delta, Vietnam",10.780389,105.766972,Vietnam,no public data
VN-NCT,Nam Cat Tien Forest,11.457145,107.402916,Vietnam,no public data
VU-Coc,Cocoflux,-15.444423,167.19131,Vanuatu,accessible data
X03,Xilinhot degraded steppe,43.553056,116.672222,China,no public data
X06,Xilinhot Fenced steppe,43.54583,116.6778,China,no public data
YCS,Yuchen Site,36.833333,116.570277,China,no public data
ZA-BfK,Benfontien Karoo,-28.856483,24.83985,South Africa,accessible data
ZA-BfS,Benfontien Savanna,-28.8906,24.86112,South Africa,accessible data
ZA-Jks,Jonkershoek,-33.99029,18.95543,South Africa,accessible data
ZA-Kru,Skukuza,-25.0197,31.4969,South Africa,accessible data
ZA-Map,Malopeni,-23.83254,31.21436,South Africa,accessible data
ZA-Spk,Spioenkop,-28.70408,29.52614,South Africa,accessible data
ZA-Uby,Umhlabuyalingana,-27.3952,32.5889,South Africa,accessible data
ZA-Wgn,Welgegund,-26.56944444,26.93916667,South Africa,no public data
ZM-Mon,Mongu,-15.4391,23.2525,Zambia,accessible data
w,Tibet Grassland Site,31.37,91.9,China,no public data
